0.00000000e+00	1.00000000e+00
1.70001700e-03	1.00003817e+00
3.40003400e-03	1.00007634e+00
5.10005100e-03	1.00011451e+00
6.80006800e-03	1.00015269e+00
8.50008500e-03	1.00019086e+00
1.02001020e-02	1.00022903e+00
1.19001190e-02	1.00026721e+00
1.36001360e-02	1.00030539e+00
1.53001530e-02	1.00034356e+00
1.70001700e-02	1.00038174e+00
1.87001870e-02	1.00041992e+00
2.04002040e-02	1.00045810e+00
2.21002210e-02	1.00049628e+00
2.38002380e-02	1.00053446e+00
2.55002550e-02	1.00057264e+00
2.72002720e-02	1.00061082e+00
2.89002890e-02	1.00064900e+00
3.06003060e-02	1.00068718e+00
3.23003230e-02	1.00072537e+00
3.40003400e-02	1.00076355e+00
3.57003570e-02	1.00080174e+00
3.74003740e-02	1.00083992e+00
3.91003910e-02	1.00087811e+00
4.08004080e-02	1.00091630e+00
4.25004250e-02	1.00095448e+00
4.42004420e-02	1.00099267e+00
4.59004590e-02	1.00103086e+00
4.76004760e-02	1.00106905e+00
4.93004930e-02	1.00110724e+00
5.10005100e-02	1.00114544e+00
5.27005270e-02	1.00118363e+00
5.44005440e-02	1.00122182e+00
5.61005610e-02	1.00126002e+00
5.78005780e-02	1.00129821e+00
5.95005950e-02	1.00133641e+00
6.12006120e-02	1.00137460e+00
6.29006290e-02	1.00141280e+00
6.46006460e-02	1.00145100e+00
6.63006630e-02	1.00148919e+00
6.80006800e-02	1.00152739e+00
6.97006970e-02	1.00156559e+00
7.14007140e-02	1.00160379e+00
7.31007310e-02	1.00164200e+00
7.48007480e-02	1.00168020e+00
7.65007650e-02	1.00171840e+00
7.82007820e-02	1.00175660e+00
7.99007990e-02	1.00179481e+00
8.16008160e-02	1.00183301e+00
8.33008330e-02	1.00187122e+00
8.50008500e-02	1.00190942e+00
8.67008670e-02	1.00194763e+00
8.84008840e-02	1.00198584e+00
9.01009010e-02	1.00202405e+00
9.18009180e-02	1.00206226e+00
9.35009350e-02	1.00210047e+00
9.52009520e-02	1.00213868e+00
9.69009690e-02	1.00217689e+00
9.86009860e-02	1.00221510e+00
1.00301003e-01	1.00225331e+00
1.02001020e-01	1.00229153e+00
1.03701037e-01	1.00232974e+00
1.05401054e-01	1.00236796e+00
1.07101071e-01	1.00240617e+00
1.08801088e-01	1.00244439e+00
1.10501105e-01	1.00248261e+00
1.12201122e-01	1.00252082e+00
1.13901139e-01	1.00255904e+00
1.15601156e-01	1.00259726e+00
1.17301173e-01	1.00263548e+00
1.19001190e-01	1.00267370e+00
1.20701207e-01	1.00271193e+00
1.22401224e-01	1.00275015e+00
1.24101241e-01	1.00278837e+00
1.25801258e-01	1.00282659e+00
1.27501275e-01	1.00286482e+00
1.29201292e-01	1.00290304e+00
1.30901309e-01	1.00294127e+00
1.32601326e-01	1.00297950e+00
1.34301343e-01	1.00301772e+00
1.36001360e-01	1.00305595e+00
1.37701377e-01	1.00309418e+00
1.39401394e-01	1.00313241e+00
1.41101411e-01	1.00317064e+00
1.42801428e-01	1.00320887e+00
1.44501445e-01	1.00324710e+00
1.46201462e-01	1.00328534e+00
1.47901479e-01	1.00332357e+00
1.49601496e-01	1.00336180e+00
1.51301513e-01	1.00340004e+00
1.53001530e-01	1.00343827e+00
1.54701547e-01	1.00347651e+00
1.56401564e-01	1.00351475e+00
1.58101581e-01	1.00355299e+00
1.59801598e-01	1.00359122e+00
1.61501615e-01	1.00362946e+00
1.63201632e-01	1.00366770e+00
1.64901649e-01	1.00370594e+00
1.66601666e-01	1.00374418e+00
1.68301683e-01	1.00378243e+00
1.70001700e-01	1.00382067e+00
1.71701717e-01	1.00385891e+00
1.73401734e-01	1.00389716e+00
1.75101751e-01	1.00393540e+00
1.76801768e-01	1.00397365e+00
1.78501785e-01	1.00401189e+00
1.80201802e-01	1.00405014e+00
1.81901819e-01	1.00408839e+00
1.83601836e-01	1.00412664e+00
1.85301853e-01	1.00416489e+00
1.87001870e-01	1.00420314e+00
1.88701887e-01	1.00424139e+00
1.90401904e-01	1.00427964e+00
1.92101921e-01	1.00431789e+00
1.93801938e-01	1.00435614e+00
1.95501955e-01	1.00439440e+00
1.97201972e-01	1.00443265e+00
1.98901989e-01	1.00447091e+00
2.00602006e-01	1.00450916e+00
2.02302023e-01	1.00454742e+00
2.04002040e-01	1.00458568e+00
2.05702057e-01	1.00462394e+00
2.07402074e-01	1.00466219e+00
2.09102091e-01	1.00470045e+00
2.10802108e-01	1.00473871e+00
2.12502125e-01	1.00477698e+00
2.14202142e-01	1.00481524e+00
2.15902159e-01	1.00485350e+00
2.17602176e-01	1.00489176e+00
2.19302193e-01	1.00493003e+00
2.21002210e-01	1.00496829e+00
2.22702227e-01	1.00500656e+00
2.24402244e-01	1.00504482e+00
2.26102261e-01	1.00508309e+00
2.27802278e-01	1.00512136e+00
2.29502295e-01	1.00515962e+00
2.31202312e-01	1.00519789e+00
2.32902329e-01	1.00523616e+00
2.34602346e-01	1.00527443e+00
2.36302363e-01	1.00531271e+00
2.38002380e-01	1.00535098e+00
2.39702397e-01	1.00538925e+00
2.41402414e-01	1.00542752e+00
2.43102431e-01	1.00546580e+00
2.44802448e-01	1.00550407e+00
2.46502465e-01	1.00554235e+00
2.48202482e-01	1.00558062e+00
2.49902499e-01	1.00561890e+00
2.51602516e-01	1.00565718e+00
2.53302533e-01	1.00569546e+00
2.55002550e-01	1.00573374e+00
2.56702567e-01	1.00577202e+00
2.58402584e-01	1.00581030e+00
2.60102601e-01	1.00584858e+00
2.61802618e-01	1.00588686e+00
2.63502635e-01	1.00592514e+00
2.65202652e-01	1.00596343e+00
2.66902669e-01	1.00600171e+00
2.68602686e-01	1.00604000e+00
2.70302703e-01	1.00607828e+00
